CODCLIFOR;RAGIONESOCIALE;CODAGENTE1;AGENTE;DOCUMENTO;TIPODOCUMENTO;NUMRIFDOC;DATARIFDOC;ARTICOLO;DESCRIZIONE;IMBALLO;QUANTITA;UMGEST;PREZZOUNITLORDOEURO;SCONTIESTESI;IVA;PREZZOUNITNETTOEURO;DATACONSEGNA;TOTLORDORIGAEURO;TOTNETTORIGAEURO;ESERCIZIO;TIPODOC;NUMERODOC;BIS;DATADOC;ANNOTAZIONI;INCOTERM;DESCRIZIONEPAGAMENTO;DATASCADENZA;IMPORTOSCEURO;DESTINAZIONE;IDOBJECT;IDTESTA;IDRIGA;EXPORTCRM;IDTESTARP;IDRIGARP
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/962;DDT Campionatura Cliente;962;2016-10-27 00:00:00.000;32445;LUMOROL K 5019;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;962;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110265;436005;4;1;432302;3
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/962;DDT Campionatura Cliente;962;2016-10-27 00:00:00.000;20256#000XXX;LUMOROL K ECO;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;962;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110265;436005;5;1;432302;4
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/962;DDT Campionatura Cliente;962;2016-10-27 00:00:00.000;20235#000XXX;PROTELAN 1430;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;962;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110265;436005;6;1;432302;5
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/962;DDT Campionatura Cliente;962;2016-10-27 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;962;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110265;436005;7;1;432302;6
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/962;DDT Campionatura Cliente;962;2016-10-27 00:00:00.000;20493#000XXX;ZETEMOL AL;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;962;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110265;436005;8;1;432302;7
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;43053;AMPHOTENSID GB 2009 CONC.;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;2;1;432276;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20069#000XXX;AMPHOTENSID AB;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;3;1;432276;2
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;4;1;432276;3
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20182#000XXX;PEARLAGENT 2000/I;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;5;1;432276;4
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20235#000XXX;PROTELAN 1430;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;6;1;432276;5
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20249#000XXX;PROTELAN AGL 95/C;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;7;1;432276;6
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20285#000XXX;PROTELAN GC;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;8;1;432276;7
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;9;1;432276;8
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20300#264XXX;SETACIN 103/SPEZIAL NP;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;10;1;432276;9
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20493#000XXX;ZETEMOL AL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;11;1;432276;10
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/963;DDT Campionatura Cliente;963;2016-10-27 00:00:00.000;20236#000XXX;PROTELAN MGL;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;963;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SAPONERIE MARIO FISSI SPA VIA BASSA, 35 SCANDICCI FI;110267;436011;12;1;432276;11
C  1779; S.G.C. SRL;;NULL;DCG/2016/964;DDT Campionatura Cliente;964;2016-10-27 00:00:00.000;20194#272XXX;FLEROGUM K/38;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-16 00:00:00.000;.0000;.0000;2016;DCG;964;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;S.G.C. SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;110268;436019;2;1;431585;1
C  1779; S.G.C. SRL;;NULL;DCG/2016/965;DDT Campionatura Cliente;965;2016-10-27 00:00:00.000;20194#272XXX;FLEROGUM K/38;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-01-26 00:00:00.000;.0000;.0000;2016;DCG;965;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;SAPONIFICIO GIANASSO SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;110269;436021;2;1;406731;1
C  1779; S.G.C. SRL;;NULL;DCG/2016/965;DDT Campionatura Cliente;965;2016-10-27 00:00:00.000;20240#000XXX;PROTELAN AG 8;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-08-24 00:00:00.000;.0000;.0000;2016;DCG;965;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM AL 10;NULL;NULL;SAPONIFICIO GIANASSO SRL VIA ALLA CAFFARELLA 1 R CAMPOMORONE  GE;110269;436021;6;1;428890;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/966;DDT Campionatura Cliente;966;2016-10-27 00:00:00.000;20285#000XXX;PROTELAN GC;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-21 00:00:00.000;.0000;.0000;2016;DCG;966;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110270;436022;2;1;432042;1
C  1944;REYNALDI S.R.L.;;NULL;DCG/2016/967;DDT Campionatura Cliente;967;2016-10-27 00:00:00.000;20516#000XXX;ZETESOL LES 2/C;FLACONI;5.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-20 00:00:00.000;.0000;.0000;2016;DCG;967;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.60 GG DF FM;NULL;NULL;;110271;436023;2;1;431935;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/968;DDT Campionatura Cliente;968;2016-10-27 00:00:00.000;20367#000XXX;SULFETAL LM HC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;968;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;COIND SC VIA SALICETO 22/H CASTELMAGGIORE BO;110272;436024;2;1;432269;1
C   627;PROCHEM SAS DI L.CHIOSI;;NULL;DCG/2016/969;DDT Campionatura Cliente;969;2016-10-27 00:00:00.000;43053;AMPHOTENSID GB 2009 CONC.;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;969;;2016-10-27 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;PROGRE' SRL ZONA ASI - AVERSA NORD - LOC. CAPPELLA NUOVA GRICIGNANO D'AVERSA CE;110273;436025;2;1;432248;1
C   627;PROCHEM SAS DI L.CHIOSI;;NULL;DCG/2016/969;DDT Campionatura Cliente;969;2016-10-27 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-23 00:00:00.000;.0000;.0000;2016;DCG;969;;2016-10-27 00:00:00.000;;FRANCO DESTINO;ANTICIPATO;NULL;NULL;PROGRE' SRL ZONA ASI - AVERSA NORD - LOC. CAPPELLA NUOVA GRICIGNANO D'AVERSA CE;110273;436025;3;1;432248;2
C   789;ALLEGRINI SPA;;NULL;DCG/2016/970;DDT Campionatura Cliente;970;2016-10-27 00:00:00.000;20060#000XXX;AMPHOTENSID DMOX;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-20 00:00:00.000;.0000;.0000;2016;DCG;970;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;110274;436026;2;1;431934;1
C   789;ALLEGRINI SPA;;NULL;DCG/2016/970;DDT Campionatura Cliente;970;2016-10-27 00:00:00.000;20066#000XXX;AMPHOTENSID HPOX;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-20 00:00:00.000;.0000;.0000;2016;DCG;970;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;110274;436026;3;1;431934;2
C   789;ALLEGRINI SPA;;NULL;DCG/2016/970;DDT Campionatura Cliente;970;2016-10-27 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-20 00:00:00.000;.0000;.0000;2016;DCG;970;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIC.BANC.90 GG DF FM;NULL;NULL;;110274;436026;4;1;431934;3
C  2146;COSMETIC & SOLUTIONS di SERAFINI SABRINA;;NULL;DCG/2016/971;DDT Campionatura Cliente;971;2016-10-27 00:00:00.000;43180;T-OIL DO;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;971;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;AGAMI SRL VIA DEGLI ARVALI,21 ROMA RM;110276;436028;2;1;431689;1
C  2146;COSMETIC & SOLUTIONS di SERAFINI SABRINA;;NULL;DCG/2016/971;DDT Campionatura Cliente;971;2016-10-27 00:00:00.000;20194#272XXX;FLEROGUM K/38;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;971;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;AGAMI SRL VIA DEGLI ARVALI,21 ROMA RM;110276;436028;3;1;431689;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/972;DDT Campionatura Cliente;972;2016-10-27 00:00:00.000;43172;T-OIL OE;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;972;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;ONE MORE SRL STRADA ACQUASALATA SERRAVALLE DI REPUBBLICA DI SAN MARINO EE;110277;436029;2;1;431688;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/972;DDT Campionatura Cliente;972;2016-10-27 00:00:00.000;43003;ALCOOL CETILICO C16;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;972;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;ONE MORE SRL STRADA ACQUASALATA SERRAVALLE DI REPUBBLICA DI SAN MARINO EE;110277;436029;3;1;431688;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/972;DDT Campionatura Cliente;972;2016-10-27 00:00:00.000;43004;ALCOOL STEARILICO;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;972;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;ONE MORE SRL STRADA ACQUASALATA SERRAVALLE DI REPUBBLICA DI SAN MARINO EE;110277;436029;4;1;431688;3
C  2195;MORARA SILVIA;;NULL;DCG/2016/972;DDT Campionatura Cliente;972;2016-10-27 00:00:00.000;43170;T-OIL GTCC;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;972;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;ONE MORE SRL STRADA ACQUASALATA SERRAVALLE DI REPUBBLICA DI SAN MARINO EE;110277;436029;5;1;431688;4
C  2195;MORARA SILVIA;;NULL;DCG/2016/972;DDT Campionatura Cliente;972;2016-10-27 00:00:00.000;43078;ZETEMULS HE;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;972;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;ONE MORE SRL STRADA ACQUASALATA SERRAVALLE DI REPUBBLICA DI SAN MARINO EE;110277;436029;6;1;431688;5
C  2195;MORARA SILVIA;;NULL;DCG/2016/973;DDT Campionatura Cliente;973;2016-10-27 00:00:00.000;20021#000XXX;AMPHOTENSID B4/C;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-21 00:00:00.000;.0000;.0000;2016;DCG;973;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;Naturetica Bielli di Fantoni Gianluca & C. Sas via 11 Settembre 18 Crocetta di Longiano FC;110278;436030;2;1;432045;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/973;DDT Campionatura Cliente;973;2016-10-27 00:00:00.000;20236#000XXX;PROTELAN MGL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-21 00:00:00.000;.0000;.0000;2016;DCG;973;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;Naturetica Bielli di Fantoni Gianluca & C. Sas via 11 Settembre 18 Crocetta di Longiano FC;110278;436030;3;1;432045;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/973;DDT Campionatura Cliente;973;2016-10-27 00:00:00.000;20355#112XXX;SULFETAL LA B -E;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-21 00:00:00.000;.0000;.0000;2016;DCG;973;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;Naturetica Bielli di Fantoni Gianluca & C. Sas via 11 Settembre 18 Crocetta di Longiano FC;110278;436030;4;1;432045;3
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/974;DDT Campionatura Cliente;974;2016-10-27 00:00:00.000;20505#104XXX;ZETESOL LES 2/D;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-15 00:00:00.000;.0000;.0000;2016;DCG;974;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SICURMATICA DI DELLI MASSIMILIANO VIA PONTE ALLA MARINA, 50 CALENZANO FI;110279;436031;2;1;431454;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/974;DDT Campionatura Cliente;974;2016-10-27 00:00:00.000;20260#242XXX;PROTELAN VE/K NP;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-15 00:00:00.000;.0000;.0000;2016;DCG;974;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;SICURMATICA DI DELLI MASSIMILIANO VIA PONTE ALLA MARINA, 50 CALENZANO FI;110279;436031;3;1;431454;2
C   498;EIGENMANN E VERONELLI SPA;;NULL;DCG/2016/975;DDT Campionatura Cliente;975;2016-10-27 00:00:00.000;20207#095XXX;PROTELAN LS 9011/SL;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;975;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110280;436032;2;1;431687;1
C  2875;PROFOAM SRL;;NULL;DCG/2016/976;DDT Campionatura Cliente;976;2016-10-27 00:00:00.000;20494#000XXX;ZETESOL LES 11/7;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;976;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;;110281;436033;2;1;431316;1
C  2875;PROFOAM SRL;;NULL;DCG/2016/976;DDT Campionatura Cliente;976;2016-10-27 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;976;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;;110281;436033;3;1;431316;2
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/977;DDT Campionatura Cliente;977;2016-10-27 00:00:00.000;20194#272XXX;FLEROGUM K/38;FLACONI;3.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;977;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110283;436034;2;1;431319;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/978;DDT Campionatura Cliente;978;2016-10-27 00:00:00.000;32445;LUMOROL K 5019;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;978;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;TRICOBIOTOS SPA VIA DI SPICCIANO, 11 VAIANO PO;110284;436035;2;1;431310;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/979;DDT Campionatura Cliente;979;2016-10-27 00:00:00.000;20492#000XXX;ZETESOL LES 117 HC;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;979;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;SANDONI VIA MODIGLIANI 10 CREVALCORE BO;110286;436037;2;1;431325;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/979;DDT Campionatura Cliente;979;2016-10-27 00:00:00.000;32560;SULFETAL 4069;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-14 00:00:00.000;.0000;.0000;2016;DCG;979;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;SANDONI VIA MODIGLIANI 10 CREVALCORE BO;110286;436037;3;1;431325;2
C  2146;COSMETIC & SOLUTIONS di SERAFINI SABRINA;;NULL;DCG/2016/980;DDT Campionatura Cliente;980;2016-10-27 00:00:00.000;32261;LUMOROL K 5229;NULL;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-15 00:00:00.000;.0000;.0000;2016;DCG;980;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;AGAMI SRL VIA DEGLI ARVALI,21 ROMA RM;110287;436038;2;1;431382;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/981;DDT Campionatura Cliente;981;2016-10-27 00:00:00.000;20260#242XXX;PROTELAN VE/K NP;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-15 00:00:00.000;.0000;.0000;2016;DCG;981;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;KLERADERM SNC VIA SALAROLO 24 S. LAZZARO DI SAVENA BO;110288;436039;2;1;431358;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/982;DDT Campionatura Cliente;982;2016-10-27 00:00:00.000;32436;PEARLAGENT GM 4175;FLACONI;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-16 00:00:00.000;.0000;.0000;2016;DCG;982;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;PIERPAOLI SRL VIA E. MATTEI 0 SENIGALLIA AN;110289;436040;2;1;431584;1
C  2422;GIGLIOCHEM S.a.S.;;NULL;DCG/2016/983;DDT Campionatura Cliente;983;2016-10-27 00:00:00.000;43075;TRIUMPHNETZER ZSN;NULL;1.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-19 00:00:00.000;.0000;.0000;2016;DCG;983;;2016-10-27 00:00:00.000;;FRANCO DESTINO;VISTA FATTURA;NULL;NULL;RICCI CHIMICA DI RICCI GIACOMO VIA DEL RAME, 50 PONTE FELCINO PG;110290;436041;2;1;431679;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/984;DDT Campionatura Cliente;984;2016-10-27 00:00:00.000;32682;ZUSOLAT 1010/85;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-06 00:00:00.000;.0000;.0000;2016;DCG;984;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;CAT CHIMICA  LOC. LA VILLA - 44 SUGREMARO COMPIANO PR;110291;436042;2;1;430219;1
C  2195;MORARA SILVIA;;NULL;DCG/2016/984;DDT Campionatura Cliente;984;2016-10-27 00:00:00.000;88039;PROPETAL 150;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-06 00:00:00.000;.0000;.0000;2016;DCG;984;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;CAT CHIMICA  LOC. LA VILLA - 44 SUGREMARO COMPIANO PR;110291;436042;3;NULL;430219;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/984;DDT Campionatura Cliente;984;2016-10-27 00:00:00.000;88040;PROPETAL 160;FLACONI;.500;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-06 00:00:00.000;.0000;.0000;2016;DCG;984;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;CAT CHIMICA  LOC. LA VILLA - 44 SUGREMARO COMPIANO PR;110291;436042;4;1;430219;3
C   294;CISME ITALY SRL;;NULL;DCG/2016/985;DDT Campionatura Cliente;985;2016-10-27 00:00:00.000;20255#000XXX;LUMOROL CIS/D70;NULL;2.000;KG;.000000;;NON IMP.ART.8 II COMMA;.000000;2016-06-24 00:00:00.000;.0000;.0000;2016;DCG;985;;2016-10-27 00:00:00.000;;EXW TRICERRO;RIC.BANC.90 GG DF FM;NULL;NULL;;110292;436043;2;1;423852;1
C   294;CISME ITALY SRL;;NULL;DCG/2016/985;DDT Campionatura Cliente;985;2016-10-27 00:00:00.000;43018;ALCOOL CETIL-OLEICO 90/95;FUSTO 170 KG;.500;KG;.000000;;NON IMP.ART.8 II COMMA;.000000;2016-09-09 00:00:00.000;.0000;.0000;2016;DCG;985;;2016-10-27 00:00:00.000;;EXW TRICERRO;RIC.BANC.90 GG DF FM;NULL;NULL;;110292;436043;7;1;430639;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/986;DDT Campionatura Cliente;986;2016-10-27 00:00:00.000;20517#000XXX;ZETESOL LES 2/SL;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-13 00:00:00.000;.0000;.0000;2016;DCG;986;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110294;436045;2;1;430916;1
C  1117;CHEMSERVICE SPA;;NULL;DCG/2016/986;DDT Campionatura Cliente;986;2016-10-27 00:00:00.000;20194#272XXX;FLEROGUM K/38;FLACONI;2.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-13 00:00:00.000;.0000;.0000;2016;DCG;986;;2016-10-27 00:00:00.000;;FRANCO DESTINO;RIM.DIR.90 GG DF FM;NULL;NULL;;110294;436045;3;1;430916;2
C  2195;MORARA SILVIA;;NULL;DCG/2016/987;DDT Campionatura Cliente;987;2016-10-27 00:00:00.000;43076;ZETEMULS CC 6;FLACONI;10.000;KG;.000000;;ALIQUOTA 22%;.000000;2016-09-08 00:00:00.000;.0000;.0000;2016;DCG;987;;2016-10-27 00:00:00.000;;NULL;NULL;NULL;NULL;PACKAGING IMOLESE SPA VIA TURATI 22 IMOLA BO;110295;436046;2;1;430493;1
